time_elapsed,pos1,pos2,pos3,vel1,vel2,vel3,torque1,torque2,torque3
5.069,-2.034638,-0.120097,2.562107,-0.554949,-0.725748,2.000000,1.035064,-32.047959,-3.496927
5.079,-2.040186,-0.127297,2.582107,-0.554816,-0.720048,2.000000,1.043665,-32.047554,-3.444694
5.089,-2.045733,-0.134442,2.602107,-0.554673,-0.714440,2.000000,1.052224,-32.047146,-3.391902
5.099,-2.051278,-0.141531,2.622107,-0.554519,-0.708928,2.000000,1.060740,-32.046735,-3.338544
5.109,-2.056821,-0.148566,2.642107,-0.554355,-0.703517,2.000000,1.069214,-32.046320,-3.284614
5.119,-2.062363,-0.155548,2.662107,-0.554180,-0.698209,2.000000,1.077645,-32.045902,-3.230105
5.129,-2.067903,-0.162478,2.682107,-0.553993,-0.693007,2.000000,1.086032,-32.045481,-3.175014
5.139,-2.073441,-0.169357,2.702107,-0.553795,-0.687916,2.000000,1.094375,-32.045057,-3.119336
5.149,-2.078977,-0.176187,2.722107,-0.553586,-0.682938,2.000000,1.102674,-32.044629,-3.063067
5.159,-2.084510,-0.182968,2.742107,-0.553364,-0.678077,2.000000,1.110928,-32.044199,-3.006207
5.169,-2.090042,-0.189701,2.762107,-0.553131,-0.673337,2.000000,1.119137,-32.043765,-2.948754
5.179,-2.095571,-0.196388,2.782107,-0.552885,-0.668721,2.000000,1.127300,-32.043329,-2.890707
5.189,-2.101097,-0.203030,2.802107,-0.552626,-0.664232,2.000000,1.135417,-32.042890,-2.832068
5.199,-2.106620,-0.209629,2.822107,-0.552355,-0.659873,2.000000,1.143488,-32.042448,-2.772838
5.209,-2.112141,-0.216186,2.842107,-0.552071,-0.655649,2.000000,1.151511,-32.042003,-2.713021
5.219,-2.117659,-0.222701,2.862107,-0.551773,-0.651562,2.000000,1.159488,-32.041555,-2.652619
5.229,-2.123173,-0.229177,2.882107,-0.551462,-0.647616,2.000000,1.167417,-32.041105,-2.591637
5.239,-2.128685,-0.235616,2.902107,-0.551137,-0.643814,2.000000,1.175298,-32.040652,-2.530082
5.249,-2.134193,-0.242017,2.922107,-0.550799,-0.640159,2.000000,1.183131,-32.040197,-2.467960
5.259,-2.139697,-0.248384,2.942107,-0.550446,-0.636655,2.000000,1.190914,-32.039739,-2.405278
5.269,-2.145198,-0.254717,2.962107,-0.550080,-0.633305,2.000000,1.198649,-32.039278,-2.342046
5.279,-2.150695,-0.261018,2.982107,-0.549699,-0.630113,2.000000,1.206334,-32.038816,-2.278273
5.289,-2.156188,-0.267289,3.002107,-0.549304,-0.627081,2.000000,1.213968,-32.038351,-2.213969
5.299,-2.161677,-0.273531,3.022107,-0.548894,-0.624213,2.000000,1.221553,-32.037883,-2.149147
5.309,-2.167162,-0.279746,3.042107,-0.548470,-0.621513,2.000000,1.229086,-32.037414,-2.083819
5.319,-2.172642,-0.285936,3.062107,-0.548031,-0.618983,2.000000,1.236569,-32.036942,-2.017999
5.329,-2.178118,-0.292102,3.082107,-0.547577,-0.616627,2.000000,1.243999,-32.036468,-1.951702
5.339,-2.183589,-0.298247,3.102107,-0.547108,-0.614448,2.000000,1.251378,-32.035992,-1.884942
5.349,-2.189055,-0.304371,3.122107,-0.546624,-0.612450,2.000000,1.258704,-32.035514,-1.817737
5.359,-2.194516,-0.310477,3.142107,-0.546125,-0.610635,2.000000,1.265977,-32.035034,-1.750104
5.369,-2.199973,-0.316567,3.162107,-0.545611,-0.609007,2.000000,1.273197,-32.034553,-1.682061
5.379,-2.205423,-0.322643,3.182107,-0.545082,-0.607569,2.000000,1.280363,-32.034069,-1.613629
5.389,-2.210869,-0.328706,3.202107,-0.544538,-0.606325,2.000000,1.287475,-32.033584,-1.544826
5.399,-2.216309,-0.334759,3.222107,-0.543979,-0.605277,2.000000,1.294533,-32.033097,-1.475674
5.409,-2.221743,-0.340803,3.242107,-0.543405,-0.604429,2.000000,1.301535,-32.032608,-1.406196
5.419,-2.227171,-0.346841,3.262107,-0.542816,-0.603784,2.000000,1.308483,-32.032118,-1.336414
5.429,-2.232593,-0.352875,3.282107,-0.542213,-0.603346,2.000000,1.315375,-32.031626,-1.266352
5.439,-2.238009,-0.358906,3.302107,-0.541594,-0.603117,2.000000,1.322210,-32.031132,-1.196035
5.449,-2.243418,-0.364937,3.322107,-0.540961,-0.603101,2.000000,1.328989,-32.030638,-1.125487
5.459,-2.248822,-0.370970,3.342107,-0.540314,-0.603301,2.000000,1.335712,-32.030141,-1.054736
5.469,-2.254218,-0.377007,3.362107,-0.539652,-0.603721,2.000000,1.342377,-32.029644,-0.983808
5.479,-2.259608,-0.383051,3.382107,-0.538977,-0.604362,2.000000,1.348984,-32.029145,-0.912730
5.489,-2.264991,-0.389103,3.402107,-0.538287,-0.605230,2.000000,1.355533,-32.028645,-0.841533
5.499,-2.270367,-0.395166,3.422107,-0.537584,-0.606326,2.000000,1.362024,-32.028144,-0.770244
5.509,-2.275735,-0.401243,3.442107,-0.536868,-0.607654,2.000000,1.368455,-32.027641,-0.698893
5.519,-2.281097,-0.407335,3.462107,-0.536139,-0.609217,2.000000,1.374828,-32.027138,-0.627513
5.529,-2.286451,-0.413445,3.482107,-0.535398,-0.611019,2.000000,1.381140,-32.026634,-0.556133
5.539,-2.291797,-0.419576,3.502107,-0.534644,-0.613062,2.000000,1.387393,-32.026128,-0.484785
5.550,-2.297136,-0.425729,3.522107,-0.533879,-0.615351,2.000000,1.393584,-32.025622,-0.413503
5.559,-2.302467,-0.431908,3.542107,-0.533103,-0.617887,2.000000,1.399715,-32.025115,-0.342320
5.570,-2.307790,-0.438115,3.562107,-0.532315,-0.620675,2.000000,1.405785,-32.024607,-0.271269
5.580,-2.313105,-0.444352,3.582107,-0.531518,-0.623717,2.000000,1.411793,-32.024098,-0.200385
5.589,-2.318412,-0.450622,3.602107,-0.530711,-0.627017,2.000000,1.417739,-32.023589,-0.129702
5.599,-2.318412,-0.450622,3.602107,-0.530711,-0.627017,2.000000,1.417739,-32.023589,-0.129702
5.610,-2.329002,-0.463270,3.642089,-0.529040,-0.634218,1.998545,1.429442,-32.022569,-0.089497
5.619,-2.329002,-0.463270,3.642089,-0.529040,-0.634218,1.998545,1.429442,-32.022569,-0.089497
5.629,-2.339556,-0.476072,3.681996,-0.527273,-0.642110,1.994029,1.440892,-32.021547,-0.088488
5.639,-2.339556,-0.476072,3.681996,-0.527273,-0.642110,1.994029,1.440892,-32.021547,-0.088488
5.649,-2.344820,-0.482535,3.701903,-0.526354,-0.646329,1.990644,1.446521,-32.021035,-0.087982
5.659,-2.350074,-0.489042,3.721768,-0.525412,-0.650736,1.986518,1.452085,-32.020523,-0.087475
5.669,-2.355318,-0.495596,3.741584,-0.524448,-0.655336,1.981661,1.457584,-32.020010,-0.086968
5.679,-2.360553,-0.502197,3.761345,-0.523462,-0.660136,1.976085,1.463018,-32.019498,-0.086461
5.689,-2.365777,-0.508848,3.781043,-0.522456,-0.665141,1.969799,1.468386,-32.018985,-0.085953
5.699,-2.370992,-0.515552,3.800671,-0.521429,-0.670354,1.962816,1.473688,-32.018472,-0.085445
5.709,-2.376195,-0.522310,3.820223,-0.520383,-0.675782,1.955148,1.478924,-32.017959,-0.084936
5.719,-2.381389,-0.529124,3.839691,-0.519319,-0.681428,1.946807,1.484092,-32.017446,-0.084428
5.729,-2.386571,-0.535997,3.859069,-0.518237,-0.687299,1.937808,1.489193,-32.016933,-0.083919
5.739,-2.391742,-0.542931,3.878351,-0.517140,-0.693399,1.928165,1.494226,-32.016420,-0.083410
5.749,-2.396903,-0.549928,3.897530,-0.516028,-0.699732,1.917892,1.499191,-32.015907,-0.082900
5.759,-2.402052,-0.556991,3.916600,-0.514902,-0.706303,1.907004,1.504088,-32.015394,-0.082391
5.769,-2.407007,-0.563105,3.926991,-0.495503,-0.611362,1.039123,1.508915,-32.014881,-78.524443
5.779,-2.411726,-0.568074,3.926991,-0.471967,-0.496850,0.000000,1.513673,-32.014369,-94.295935
5.789,-2.416426,-0.573117,3.926887,-0.469909,-0.504330,-0.010388,1.518361,-32.013857,-0.080864
5.799,-2.421104,-0.578236,3.926683,-0.467862,-0.511925,-0.020355,1.522979,-32.013346,-0.080355
5.809,-2.425762,-0.583433,3.926385,-0.465828,-0.519640,-0.029888,1.527526,-32.012835,-0.079846
5.819,-2.430400,-0.588707,3.925995,-0.463806,-0.527476,-0.038973,1.532002,-32.012324,-0.079337
5.829,-2.435018,-0.594062,3.925519,-0.461799,-0.535437,-0.047597,1.536407,-32.011814,-0.078829
5.839,-2.439617,-0.599497,3.924961,-0.459808,-0.543526,-0.055747,1.540740,-32.011304,-0.078321
5.849,-2.444195,-0.605014,3.924327,-0.457832,-0.551744,-0.063409,1.545000,-32.010795,-0.077814
5.859,-2.448754,-0.610615,3.923622,-0.455875,-0.560097,-0.070570,1.549188,-32.010287,-0.077307
5.869,-2.453293,-0.616301,3.922849,-0.453937,-0.568587,-0.077218,1.553303,-32.009780,-0.076800
5.879,-2.457813,-0.622073,3.922016,-0.452018,-0.577218,-0.083341,1.557345,-32.009273,-0.076294
5.889,-2.462314,-0.627933,3.921127,-0.450121,-0.585992,-0.088924,1.561312,-32.008767,-0.075789
5.899,-2.466797,-0.633882,3.920187,-0.448246,-0.594915,-0.093957,1.565206,-32.008262,-0.075284
5.909,-2.471261,-0.639922,3.919203,-0.446395,-0.603990,-0.098427,1.569025,-32.007757,-0.074780
5.919,-2.475706,-0.646055,3.918180,-0.444568,-0.613220,-0.102322,1.572768,-32.007254,-0.074277
5.929,-2.480134,-0.652281,3.917123,-0.442768,-0.622611,-0.105630,1.576436,-32.006752,-0.073774
5.939,-2.484544,-0.658602,3.916040,-0.440995,-0.632165,-0.108339,1.580029,-32.006250,-0.073272
5.949,-2.488937,-0.665021,3.914936,-0.439252,-0.641889,-0.110438,1.583545,-32.005750,-0.072771
5.959,-2.493312,-0.671539,3.913816,-0.437538,-0.651786,-0.111916,1.586984,-32.005251,-0.072271
5.969,-2.497671,-0.678158,3.912689,-0.435856,-0.661861,-0.112762,1.590346,-32.004753,-0.071772
5.979,-2.502013,-0.684879,3.911559,-0.434207,-0.672119,-0.112965,1.593631,-32.004256,-0.071274
5.989,-2.506339,-0.691705,3.910434,-0.432592,-0.682566,-0.112514,1.596838,-32.003761,-0.070777
5.999,-2.510649,-0.698637,3.909320,-0.431013,-0.693205,-0.111400,1.599966,-32.003267,-0.070281
6.009,-2.514943,-0.705677,3.908224,-0.429471,-0.704044,-0.109611,1.603016,-32.002774,-0.069786
6.019,-2.519223,-0.712828,3.907153,-0.427968,-0.715087,-0.107138,1.605987,-32.002282,-0.069292
6.029,-2.523488,-0.720091,3.906113,-0.426505,-0.726341,-0.103972,1.608878,-32.001792,-0.068799
6.039,-2.527739,-0.727469,3.905112,-0.425084,-0.737811,-0.100104,1.611689,-32.001303,-0.068308
6.049,-2.531976,-0.734964,3.904157,-0.423706,-0.749503,-0.095523,1.614420,-32.000816,-0.067817
6.059,-2.536200,-0.742579,3.903254,-0.422373,-0.761424,-0.090221,1.617071,-32.000331,-0.067329
6.069,-2.540411,-0.750314,3.902412,-0.421087,-0.773581,-0.084191,1.619640,-31.999847,-0.066841
6.079,-2.544609,-0.758174,3.901638,-0.419848,-0.785979,-0.077423,1.622127,-31.999364,-0.066355
6.089,-2.548796,-0.766161,3.900939,-0.418660,-0.798627,-0.069909,1.624533,-31.998883,-0.065870
6.099,-2.552971,-0.774276,3.900323,-0.417523,-0.811531,-0.061642,1.626857,-31.998404,-0.065387
6.109,-2.557135,-0.782523,3.899797,-0.416438,-0.824699,-0.052614,1.629097,-31.997926,-0.064905
6.119,-2.561289,-0.790904,3.899368,-0.415409,-0.838138,-0.042819,1.631255,-31.997451,-0.064424
6.129,-2.565434,-0.799423,3.899046,-0.414436,-0.851856,-0.032248,1.633329,-31.996977,-0.063946
6.139,-2.569569,-0.808081,3.898837,-0.413522,-0.865862,-0.020897,1.635318,-31.996505,-0.063468
6.149,-2.573696,-0.816883,3.898749,-0.412667,-0.880163,-0.008757,1.637224,-31.996034,-0.062993
6.159,-2.577814,-0.825831,3.898791,-0.411874,-0.894768,0.004176,1.639045,-31.995566,-0.062519
6.169,-2.581926,-0.834928,3.898970,-0.411145,-0.909685,0.017908,1.640781,-31.995099,-0.062047
6.179,-2.586031,-0.844177,3.899295,-0.410482,-0.924925,0.032446,1.642431,-31.994635,-0.061576
6.189,-2.590129,-0.853582,3.899773,-0.409886,-0.940496,0.047793,1.643995,-31.994172,-0.061107
6.199,-2.594223,-0.863146,3.900412,-0.409359,-0.956407,0.063956,1.645473,-31.993711,-0.060640
6.209,-2.598312,-0.872873,3.901221,-0.408903,-0.972669,0.080938,1.646864,-31.993253,-0.060175
6.219,-2.602397,-0.882765,3.902209,-0.408520,-0.989292,0.098745,1.648168,-31.992796,-0.059711
6.229,-2.606479,-0.892828,3.903383,-0.408212,-1.006285,0.117379,1.649384,-31.992342,-0.059250
6.239,-2.610559,-0.903065,3.904751,-0.407981,-1.023661,0.136846,1.650512,-31.991889,-0.058790
6.249,-2.614638,-0.913479,3.906323,-0.407829,-1.041428,0.157149,1.651552,-31.991439,-0.058332
6.259,-2.618715,-0.924075,3.908106,-0.407758,-1.059600,0.178291,1.652503,-31.990991,-0.057876
6.269,-2.622793,-0.934857,3.910108,-0.407770,-1.078187,0.200275,1.653365,-31.990545,-0.057422
6.279,-2.626871,-0.945829,3.912339,-0.407867,-1.097202,0.223105,1.654137,-31.990102,-0.056970
6.289,-2.630952,-0.956996,3.914807,-0.408050,-1.116656,0.246783,1.654820,-31.989660,-0.056520
6.299,-2.635035,-0.968361,3.917520,-0.408323,-1.136562,0.271312,1.655412,-31.989221,-0.056072
6.309,-2.639122,-0.979931,3.920487,-0.408686,-1.156933,0.296693,1.655913,-31.988785,-0.055627
6.319,-2.643214,-0.991708,3.923717,-0.409142,-1.177783,0.322930,1.656323,-31.988350,-0.055183
6.329,-2.647305,-1.003673,3.926991,-0.409103,-1.196422,0.327424,1.656641,-31.987918,-2.122743
6.339,-2.651309,-1.015431,3.926991,-0.400430,-1.175795,0.000000,1.656867,-31.987488,-32.578408
6.349,-2.655311,-1.027375,3.926991,-0.400244,-1.194419,0.000000,1.657001,-31.987061,-2.712526
6.359,-2.659312,-1.039509,3.926991,-0.400120,-1.213399,0.000000,1.657042,-31.986636,-2.811070
6.369,-2.663313,-1.051836,3.926991,-0.400059,-1.232743,0.000000,1.656989,-31.986213,-2.911101
6.379,-2.667314,-1.064361,3.926991,-0.400063,-1.252463,0.000000,1.656844,-31.985793,-3.012627
6.389,-2.671315,-1.077087,3.926991,-0.400132,-1.272569,0.000000,1.656604,-31.985375,-3.115653
6.399,-2.675318,-1.090017,3.926991,-0.400269,-1.293072,0.000000,1.656269,-31.984960,-3.220184
6.409,-2.679322,-1.103157,3.926991,-0.400475,-1.313981,0.000000,1.655840,-31.984547,-3.326222
6.419,-2.683330,-1.116510,3.926991,-0.400750,-1.335309,0.000000,1.655316,-31.984137,-3.433769
6.429,-2.687341,-1.130081,3.926991,-0.401097,-1.357068,0.000000,1.654695,-31.983729,-3.542825
6.439,-2.691356,-1.143874,3.926991,-0.401516,-1.379267,0.000000,1.653979,-31.983324,-3.653387
6.449,-2.695376,-1.157893,3.926991,-0.402008,-1.401921,0.000000,1.653167,-31.982921,-3.765450
6.459,-2.699402,-1.172143,3.926991,-0.402576,-1.425040,0.000000,1.652257,-31.982521,-3.879009
6.469,-2.703434,-1.186630,3.926991,-0.403218,-1.448638,0.000000,1.651250,-31.982123,-3.994054
6.479,-2.707473,-1.201357,3.926991,-0.403937,-1.472728,0.000000,1.650146,-31.981728,-4.110573
6.489,-2.711521,-1.216330,3.926991,-0.404733,-1.497322,0.000000,1.648943,-31.981336,-4.228550
6.499,-2.715577,-1.231554,3.926991,-0.405607,-1.522434,0.000000,1.647642,-31.980946,-4.347968
6.509,-2.719642,-1.247035,3.926991,-0.406559,-1.548078,0.000000,1.646242,-31.980558,-4.468806
6.519,-2.723718,-1.262778,3.926991,-0.407590,-1.574268,0.000000,1.644743,-31.980174,-4.591037
6.529,-2.727805,-1.278788,3.926991,-0.408699,-1.601018,0.000000,1.643144,-31.979792,-4.714633
6.539,-2.731904,-1.295071,3.926991,-0.409887,-1.628344,0.000000,1.641445,-31.979412,-4.839559
6.549,-2.736016,-1.311634,3.926991,-0.411153,-1.656259,0.000000,1.639646,-31.979035,-4.965778
6.559,-2.740141,-1.328482,3.926991,-0.412496,-1.684780,0.000000,1.637745,-31.978661,-5.093246
6.569,-2.744280,-1.345621,3.926991,-0.413916,-1.713922,0.000000,1.635744,-31.978290,-5.221914
6.579,-2.748434,-1.363058,3.926991,-0.415412,-1.743700,0.000000,1.633640,-31.977921,-5.351728
6.589,-2.752604,-1.380799,3.926991,-0.416981,-1.774132,0.000000,1.631435,-31.977554,-5.482627
6.599,-2.756790,-1.398852,3.926991,-0.418622,-1.805233,0.000000,1.629127,-31.977191,-5.614543
6.609,-2.760993,-1.417222,3.926991,-0.420332,-1.837020,0.000000,1.626716,-31.976830,-5.747403
6.619,-2.765214,-1.435917,3.926991,-0.422109,-1.869510,0.000000,1.624202,-31.976471,-5.881124
6.629,-2.769454,-1.454944,3.926991,-0.423948,-1.902721,0.000000,1.621584,-31.976115,-6.015616
6.639,-2.773712,-1.474311,3.926991,-0.425847,-1.936670,0.000000,1.618861,-31.975762,-6.150781
6.649,-2.777990,-1.494025,3.926991,-0.427800,-1.971374,0.000000,1.616035,-31.975412,-6.286511
6.659,-2.782282,-1.514025,3.926991,-0.429176,-2.000000,0.000000,1.613103,-27.334889,-5.866102
6.669,-2.786561,-1.534025,3.926991,-0.427874,-2.000000,0.000000,1.610066,-7.415309,-3.618452
6.679,-2.790826,-1.554025,3.926991,-0.426468,-2.000000,0.000000,1.606924,-6.881931,-3.718141
6.689,-2.792527,-1.574025,3.926991,-0.170122,-2.000000,0.000000,145.760967,-19.773088,-1.760093
6.699,-2.792527,-1.594025,3.926991,-0.000000,-2.000000,0.000000,96.637346,-14.696686,-2.586474
6.709,-2.792505,-1.614025,3.926991,0.002186,-2.000000,0.000000,1.596857,-5.263524,-4.010452
6.719,-2.792460,-1.634025,3.926991,0.004446,-2.000000,0.000000,1.593287,-4.721276,-4.102167
6.729,-2.792393,-1.654025,3.926991,0.006779,-2.000000,0.000000,1.589610,-4.177149,-4.191932
6.739,-2.792301,-1.674025,3.926991,0.009184,-2.000000,0.000000,1.585824,-3.631352,-4.279713
6.749,-2.792184,-1.694025,3.926991,0.011663,-2.000000,0.000000,1.581930,-3.084095,-4.365474
6.759,-2.792042,-1.714025,3.926991,0.014213,-2.000000,0.000000,1.577927,-2.535590,-4.449183
6.769,-2.791874,-1.734025,3.926991,0.016835,-2.000000,0.000000,1.573815,-1.986048,-4.530807
6.779,-2.791678,-1.754025,3.926991,0.019528,-2.000000,0.000000,1.569592,-1.435680,-4.610313
6.789,-2.791456,-1.774025,3.926991,0.022290,-2.000000,0.000000,1.565260,-0.884699,-4.687671
6.799,-2.791204,-1.794025,3.926991,0.025121,-2.000000,0.000000,1.560817,-0.333318,-4.762850
6.809,-2.790924,-1.814025,3.926991,0.028021,-2.000000,0.000000,1.556263,0.218251,-4.835821
6.819,-2.790614,-1.834025,3.926991,0.030987,-2.000000,0.000000,1.551597,0.769795,-4.906554
6.829,-2.790274,-1.854025,3.926991,0.034020,-2.000000,0.000000,1.546820,1.321099,-4.975022
6.839,-2.789903,-1.874025,3.926991,0.037117,-2.000000,0.000000,1.541930,1.871951,-5.041197
6.849,-2.789500,-1.894025,3.926991,0.040278,-2.000000,0.000000,1.536928,2.422136,-5.105053
6.859,-2.789065,-1.914025,3.926991,0.043501,-2.000000,0.000000,1.531813,2.971442,-5.166565
6.869,-2.788597,-1.934025,3.926991,0.046785,-2.000000,0.000000,1.526585,3.519654,-5.225706
6.879,-2.788096,-1.954025,3.926991,0.050130,-2.000000,0.000000,1.521242,4.066559,-5.282454
6.889,-2.787561,-1.974025,3.926991,0.053532,-2.000000,0.000000,1.515786,4.611944,-5.336785
6.899,-2.786991,-1.994025,3.926991,0.056991,-2.000000,0.000000,1.510215,5.155595,-5.388677
6.909,-2.786386,-2.014025,3.926991,0.060506,-2.000000,0.000000,1.504528,5.697299,-5.438109
6.919,-2.785745,-2.034025,3.926991,0.064074,-2.000000,0.000000,1.498727,6.236844,-5.485059
6.929,-2.785068,-2.054025,3.926991,0.067695,-2.000000,0.000000,1.492809,6.774018,-5.529510
6.939,-2.784354,-2.074025,3.926991,0.071366,-2.000000,0.000000,1.486776,7.308608,-5.571441
6.949,-2.783603,-2.094025,3.926991,0.075086,-2.000000,0.000000,1.480625,7.840404,-5.610835
6.959,-2.782815,-2.114025,3.926991,0.078854,-2.000000,0.000000,1.474358,8.369195,-5.647675
6.969,-2.781988,-2.134025,3.926991,0.082668,-2.000000,0.000000,1.467973,8.894772,-5.681946
6.979,-2.781123,-2.154025,3.926991,0.086525,-2.000000,0.000000,1.461470,9.416925,-5.713632
6.989,-2.780219,-2.174025,3.926991,0.090426,-2.000000,0.000000,1.454850,9.935447,-5.742720
6.999,-2.779275,-2.194025,3.926991,0.094367,-2.000000,0.000000,1.448110,10.450130,-5.769195
7.009,-2.778292,-2.214025,3.926991,0.098347,-2.000000,0.000000,1.441251,10.960768,-5.793047
7.019,-2.777268,-2.234025,3.926991,0.102365,-2.000000,0.000000,1.434273,11.467156,-5.814264
7.029,-2.776204,-2.254025,3.926991,0.106419,-2.000000,0.000000,1.427175,11.969092,-5.832836
7.039,-2.775099,-2.274025,3.926991,0.110507,-2.000000,0.000000,1.419957,12.466372,-5.848755
7.049,-2.773952,-2.294025,3.926991,0.114629,-2.000000,0.000000,1.412618,12.958795,-5.862011
7.059,-2.772765,-2.314025,3.926991,0.118781,-2.000000,0.000000,1.405158,13.446164,-5.872599
7.069,-2.771535,-2.334025,3.926991,0.122964,-2.000000,0.000000,1.397576,13.928279,-5.880512
7.079,-2.770263,-2.354025,3.926991,0.127175,-2.000000,0.000000,1.389873,14.404945,-5.885745
7.089,-2.768949,-2.374025,3.926991,0.131412,-2.000000,0.000000,1.382047,14.875968,-5.888294
7.099,-2.767592,-2.394025,3.926991,0.135676,-2.000000,0.000000,1.374099,15.341156,-5.888158
7.109,-2.766193,-2.414025,3.926991,0.139963,-2.000000,0.000000,1.366027,15.800318,-5.885333
7.119,-2.764750,-2.434025,3.926991,0.144273,-2.000000,0.000000,1.357832,16.253268,-5.879821
7.129,-2.763264,-2.454025,3.926991,0.148605,-2.000000,0.000000,1.349513,16.699819,-5.871620
7.139,-2.761734,-2.474025,3.926991,0.152957,-2.000000,0.000000,1.341070,17.139788,-5.860733
7.149,-2.760161,-2.494025,3.926991,0.157328,-2.000000,0.000000,1.332502,17.572994,-5.847162
7.159,-2.758544,-2.514025,3.926991,0.161717,-2.000000,0.000000,1.323809,17.999258,-5.830911
7.169,-2.756883,-2.534025,3.926991,0.166124,-2.000000,0.000000,1.314991,18.418406,-5.811985
7.179,-2.755177,-2.554025,3.926991,0.170546,-2.000000,0.000000,1.306046,18.830263,-5.790390
7.189,-2.753427,-2.574025,3.926991,0.174983,-2.000000,0.000000,1.296975,19.234660,-5.766134
7.199,-2.751633,-2.594025,3.926991,0.179434,-2.000000,0.000000,1.287778,19.631430,-5.739224
7.209,-2.749794,-2.614025,3.926991,0.183898,-2.000000,0.000000,1.278453,20.020408,-5.709669
7.220,-2.747910,-2.634025,3.926991,0.188374,-2.000000,0.000000,1.269001,20.401433,-5.677481
7.229,-2.745982,-2.654025,3.926991,0.192862,-2.000000,0.000000,1.259421,20.774347,-5.642670
7.239,-2.744008,-2.674025,3.926991,0.197361,-2.000000,0.000000,1.249712,21.138995,-5.605250
7.249,-2.741989,-2.694025,3.926991,0.201869,-2.000000,0.000000,1.239875,21.495225,-5.565234
7.259,-2.739926,-2.714025,3.926991,0.206388,-2.000000,0.000000,1.229908,21.842891,-5.522637
7.269,-2.737816,-2.734025,3.926991,0.210915,-2.000000,0.000000,1.219812,22.181846,-5.477475
7.279,-2.735662,-2.754025,3.926991,0.215450,-2.000000,0.000000,1.209587,22.511951,-5.429765
7.289,-2.733462,-2.774025,3.926991,0.219993,-2.000000,0.000000,1.199230,22.833067,-5.379525
7.299,-2.731216,-2.794025,3.926991,0.224544,-2.000000,0.000000,1.188743,23.145061,-5.326774
7.309,-2.728926,-2.814025,3.926991,0.229084,-2.000000,0.000000,1.167375,23.448297,-5.271448
7.319,-2.726589,-2.834025,3.926991,0.233631,-2.000000,0.000000,1.156493,23.741646,-5.213734
7.329,-2.724207,-2.854025,3.926991,0.238201,-2.000000,0.000000,1.156493,24.025024,-5.153668
7.339,-2.721780,-2.874025,3.926991,0.242760,-2.000000,0.000000,1.134332,24.299726,-5.090990
7.349,-2.719307,-2.894025,3.926991,0.247324,-2.000000,0.000000,1.123052,24.564221,-5.026008
7.359,-2.716788,-2.914025,3.926991,0.251893,-2.000000,0.000000,1.111638,24.818872,-4.958653
7.369,-2.714223,-2.934025,3.926991,0.256467,-2.000000,0.000000,1.100090,25.063573,-4.888951
7.379,-2.711612,-2.954025,3.926991,0.261047,-2.000000,0.000000,1.088408,25.298222,-4.816930
7.389,-2.708956,-2.974025,3.926991,0.265631,-2.000000,0.000000,1.076591,25.522721,-4.742619
7.399,-2.706254,-2.994025,3.926991,0.270220,-2.000000,0.000000,1.064639,25.736976,-4.666047
7.409,-2.703506,-3.014025,3.926991,0.274813,-2.000000,0.000000,1.052551,25.940898,-4.587244
7.419,-2.700712,-3.034025,3.926991,0.279411,-2.000000,0.000000,1.040328,26.134401,-4.506242
7.429,-2.697872,-3.054025,3.926991,0.284013,-2.000000,0.000000,1.027967,26.317405,-4.423074
7.439,-2.694985,-3.074025,3.926991,0.288619,-2.000000,0.000000,1.015470,26.489833,-4.337772
7.449,-2.692053,-3.094025,3.926991,0.293230,-2.000000,0.000000,1.002836,26.651613,-4.250370
7.459,-2.689075,-3.114025,3.926991,0.297844,-2.000000,0.000000,0.990064,26.802678,-4.160905
7.469,-2.686050,-3.134025,3.926991,0.302463,-2.000000,0.000000,0.977154,26.942963,-4.069411
7.479,-2.682979,-3.154025,3.926991,0.307085,-2.000000,0.000000,0.964106,27.072411,-3.975926
7.489,-2.679862,-3.174025,3.926991,0.311712,-2.000000,0.000000,0.950919,27.190967,-3.880487
7.499,-2.676699,-3.194025,3.926991,0.316342,-2.000000,0.000000,0.937592,27.298580,-3.783133
7.509,-2.673489,-3.214025,3.926991,0.320976,-2.000000,0.000000,0.924126,27.395206,-3.683904
7.519,-2.670233,-3.234025,3.926991,0.325613,-2.000000,0.000000,0.910520,27.480804,-3.582838
7.529,-2.666930,-3.254025,3.926991,0.330254,-2.000000,0.000000,0.896774,27.555337,-3.479978
7.539,-2.663581,-3.274025,3.926991,0.334898,-2.000000,0.000000,0.882886,27.618774,-3.375365
7.549,-2.660186,-3.294025,3.926991,0.339546,-2.000000,0.000000,0.868857,27.671087,-3.269041
7.559,-2.656744,-3.314025,3.926991,0.344196,-2.000000,0.000000,0.854687,27.712253,-3.161050
7.569,-2.653255,-3.334025,3.926991,0.348849,-2.000000,0.000000,0.840375,27.742254,-3.051435
7.579,-2.649720,-3.354025,3.926991,0.353504,-2.000000,0.000000,0.825920,27.761078,-2.940241
7.589,-2.646139,-3.374025,3.926991,0.358162,-2.000000,0.000000,0.811322,27.768713,-2.827513
7.599,-2.642510,-3.394025,3.926991,0.362821,-2.000000,0.000000,0.796581,27.765157,-2.713297
7.609,-2.638836,-3.414025,3.926991,0.367482,-2.000000,0.000000,0.781696,27.750409,-2.597640
7.619,-2.635114,-3.434025,3.926991,0.372145,-2.000000,0.000000,0.766667,27.724474,-2.480588
